R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Dan Hardy,Amir Sadollah,Marc Goddard,2012-09-29,"Nottingham, England, United Kingdom",Red,FALSE,Welterweight,3,0,1,0,25.66666667,16.11111111,22.22222222,13.88888889,91.77777778,38.55555556,8.333333333,5.111111111,78.44444444,25.66666667,0,18.22222222,15.77777778,0.7777777778,0,122.3333333,57.55555556,0.4177777778,0.3333333333,1.777777778,0.5555555556,0.2588888889,135.5555556,69.55555556,2,3,11,5.888888889,15.11111111,8.777777778,82.44444444,26.55555556,6.111111111,3.222222222,88.22222222,28.77777778,0.1111111111,4.444444444,3.888888889,1.444444444,0,103.6666667,38.55555556,0.4222222222,0,4.333333333,1.666666667,0.3644444444,118.6666667,51.44444444,22,679.7777778,1,0,1,3,1,1,0,6,Orthodox,177.8,187.96,170,0,1,0,8.111111111,5.333333333,10.77777778,6.555555556,65.77777778,18,3.333333333,2,62.77777778,15.44444444,0.3333333333,9,5.777777778,0,0,79.88888889,26.55555556,0.3355555556,0.3333333333,1.111111111,0.3333333333,0.1944444444,97.88888889,43.22222222,4,4,15.66666667,11.44444444,9.444444444,5.555555556,61.55555556,27.11111111,10.77777778,7.777777778,58,23.22222222,0.2222222222,8.111111111,5.777777778,3.666666667,0.2222222222,81.77777778,40.44444444,0.4744444444,1.444444444,3.222222222,2.222222222,0.32,122.3333333,77.44444444,23,724.7777778,1,0,2,1,2,0,0,5,Orthodox,182.88,187.96,170,32,30
John Hathaway,John Maguire,Marc Goddard,2012-09-29,"Nottingham, England, United Kingdom",Red,FALSE,Welterweight,3,0,2,0,4.5,4,5,4.5,9.5,5,8,7,16.5,11,0,1.5,1.5,5.5,0.5,22.5,16.5,0.78,1.5,6,4.5,0.83,63,52.5,2,0,11,7,11,6.5,20.5,8.5,13,6.5,29,10.5,0.5,4.5,4,0.5,0.5,44.5,21.5,0.515,1,1,0,0,65.5,39,5,740,0,0,0,1,0,1,0,2,Southpaw,175.26,175.26,155,0,2,0,13.57142857,9.857142857,8.714285714,5.714285714,67.57142857,23.57142857,35.28571429,19.57142857,93,34.42857143,0.2857142857,5,4.571428571,1.714285714,0.1428571429,111.5714286,48.85714286,0.4285714286,1,5.714285714,2.714285714,0.3885714286,203.1428571,126.2857143,4,1,8.714285714,6.142857143,6.142857143,4.428571429,49.57142857,14.42857143,8.428571429,6.428571429,50.28571429,14.85714286,0,5.142857143,4.285714286,1.428571429,0.5714285714,64.14285714,25.28571429,0.32,1,5,2,0.3214285714,99.57142857,57.14285714,19,810.8571429,0,0,1,4,1,0,0,6,Orthodox,185.42,190.5,170,29,25
Kyle Noke,Charlie Brenneman,Dan Miragliotta,2012-09-22,"Toronto, Ontario, Canada",Red,FALSE,Welterweight,3,1,0,0,6.571428571,6,4.428571429,2,10.57142857,3,11.71428571,10.28571429,17,6.428571429,0,3.142857143,2.857142857,3.571428571,0.1428571429,26.71428571,15.28571429,0.5314285714,0,6.285714286,2.714285714,0.37,84.85714286,66.42857143,2,3,5.571428571,4.571428571,4.571428571,2.571428571,16.14285714,6.285714286,5.571428571,4.857142857,18.85714286,8.142857143,0.4285714286,1.857142857,1,0.5714285714,0.2857142857,26.28571429,13.71428571,0.5257142857,1.714285714,1,0.2857142857,0.07142857143,49.28571429,35.42857143,16,626,0,0,0,4,0,0,0,4,Orthodox,177.8,182.88,155,2,0,0,6.4,5.2,2.4,1.8,29.8,16,10.2,7.6,28.8,14,0.2,7.2,6.2,2.2,0,42.4,25.4,0.62,0.8,3,1.6,0.5,48.4,31.2,3,2,2.8,2,2,1.4,28.4,9.4,3,2.6,28.4,10.4,0,2.2,1,0.6,0.2,33.4,13.4,0.416,0.6,1.4,0.4,0.3,53.4,31.2,9,427,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,31,32
Sean Pierson,Lance Benoist,Josh Rosenthal,2012-09-22,"Toronto, Ontario, Canada",Red,FALSE,Welterweight,3,1,0,0,18,15.5,11,8,36.5,15.5,17.5,13.5,40,16.5,0,7,5,1.5,0.5,65,37,0.565,0,5,2,0.375,151.5,115,1,1,12.5,10.5,10.5,8,31.5,6,18.5,11.5,47,14.5,0,1,0.5,2,0,60.5,25.5,0.425,0,4.5,2.5,0.6,121,73,6,900,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,170,0,1,0,12.25,9,13.25,9.5,105.75,33.5,5.25,4,103.75,31.75,0.25,8.25,6.25,1,0.25,124.25,47,0.32,0.5,1.75,0.5,0.2075,153,73.5,1,2,10.75,6.5,8.25,5.5,114,26.25,2.75,1.75,105.25,20.5,0.5,9,6.5,0.75,0,125,33.5,0.3475,0.25,3.5,1.5,0.48,132.5,39.75,10,715.5,0,0,0,2,0,0,0,2,Southpaw,182.88,193.04,170,24,36
Seth Baczynski,Simeon Thoresen,John McCarthy,2012-09-22,"Toronto, Ontario, Canada",Red,FALSE,Welterweight,3,0,1,0,18,18,18,18,39,12,10,7,49,19,0,0,0,2,1,67,37,0.55,3,4,1,0.25,117,81,1,0,7,5,12,10,39,16,3,2,46,22,0,1,1,0,0,54,28,0.51,0,0,0,0,137,98,2,456,0,0,0,0,0,1,0,1,Orthodox,185.42,200.66,170,0,3,0,10.75,5.5,15.75,10.25,41,9.75,10.75,6.25,52.75,18.5,0.25,4,2.25,0.75,0,67.5,26.25,0.3925,1.25,3.5,0.5,0.1,86.5,40.75,3,1,11.25,9.75,8,5.75,25,10.25,6.75,5,24,8.5,0,4.5,2.75,1,0.5,39.75,21,0.5125,0,3.5,1.75,0.48,75,53.5,10,628.5,0,0,1,0,0,2,0,3,Orthodox,190.5,187.96,170,28,30
Mike Swick,DaMarques Johnson,Herb Dean,2012-08-04,"Los Angeles, California, USA",Red,FALSE,Welterweight,3,1,0,0,2.5,1.75,3.75,2.375,28.875,9,4.625,3.125,33.5,11.5,0.25,1.25,1.25,1.375,0.25,37.25,14.5,0.42375,0.375,0.875,0.375,0.1875,45.625,22,2,4,6.625,4.375,6.125,3.875,31.125,12.75,17.5,9.625,43.25,18.125,0,4.875,3.75,2.125,0,54.75,26.25,0.565,1.5,2.375,1.875,0.63125,74.875,42.875,13,402.125,1,0,0,0,2,2,0,4,Orthodox,185.42,190.5,170,2,0,0,7.083333333,5.166666667,13.16666667,8.666666667,34.58333333,8.833333333,5.416666667,2.5,38,8.583333333,0.3333333333,8.083333333,6.25,1.083333333,0.08333333333,53.16666667,20,0.4491666667,0.4166666667,1.166666667,0.5833333333,0.285,73.25,38.25,5,3,5.916666667,3.916666667,12,9.75,23.08333333,6.916666667,2.916666667,2.083333333,24.5,8.583333333,0.08333333333,7.583333333,6.25,0.5833333333,0,38,18.75,0.4208333333,0.4166666667,2.833333333,0.8333333333,0.1991666667,59.41666667,38.66666667,24,482,0,1,0,2,4,2,0,9,Orthodox,185.42,195.58,170,30,33
Brian Ebersole,James Head,Mario Yamasaki,2012-07-21,"Calgary, Alberta, Canada",Blue,FALSE,Welterweight,3,0,1,0,7.5,6.5,11,9,36.5,15,2,1.5,41.5,18.5,0.5,0.5,0.5,1.5,0,49.5,25.5,0.505,0.5,0,0,0,59.5,35.5,1,1,7,6,4.5,3.5,38,18,15.5,13,39.5,19,0,11.5,9.5,4,0,58,34.5,0.6,0.5,4,3,0.665,111.5,77,4,543,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,170,0,4,0,7,4.5,8.75,6,20.75,9.5,16.25,12.75,32.75,19.5,0.25,6,4.25,0.75,0.25,45.75,28.25,0.6375,0.25,6.25,2,0.265,88.5,66.25,4,0,10,7.75,12.25,8.5,26.25,8.75,0.25,0.25,26.75,8.75,0.25,2,1,1,0.5,38.75,17.5,0.345,3.25,1.25,0.5,0.5,62.75,39,10,742,0,0,1,2,1,0,0,4,Southpaw,182.88,185.42,170,28,31
Chris Clements,Matthew Riddle,Josh Rosenthal,2012-07-21,"Calgary, Alberta, Canada",Draw,FALSE,Welterweight,3,0,1,0,18.22222222,14.55555556,19,14.11111111,57.33333333,13.77777778,25.88888889,17.33333333,73.66666667,21.55555556,0,10.33333333,9.111111111,3.444444444,0.1111111111,102.2222222,45.22222222,0.5188888889,0.5555555556,5.666666667,3.111111111,0.5644444444,184.5555556,119,3,3,11.11111111,7.222222222,12.66666667,8,62.77777778,24.33333333,11.44444444,7.111111111,67.66666667,25.66666667,0.1111111111,8.111111111,6.555555556,1,0.3333333333,86.88888889,39.44444444,0.45,0.3333333333,2.333333333,0.3333333333,0.1844444444,121.5555556,71.55555556,26,832.4444444,0,0,1,3,1,0,0,6,Southpaw,185.42,187.96,170,0,1,0,21,14,11,8,99,49,13,11,85,38,2,17,16,0,0,123,68,0.55,0,2,0,0,144,86,1,0,3,2,0,0,35,18,11,10,43,26,0,0,0,5,0,46,28,0.6,1,6,3,0.5,65,44,3,900,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,170,26,36
Aaron Simpson,Kenny Robertson,Marcos Rosales,2012-07-11,"San Jose, California, USA",Red,FALSE,Welterweight,3,1,0,0,13,9,18,11,18,1,0,0,22,3,0,1,0,0,0,36,12,0.33,0,0,0,0,51,24,0,1,3,3,9,4,17,6,11,9,33,15,1,1,1,0,0,37,19,0.51,1,4,2,0.5,51,33,2,329,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,1,0,0,13.22222222,9.222222222,23.33333333,16.88888889,46.33333333,16.55555556,13.22222222,8.555555556,58.77777778,22.55555556,0.5555555556,10.88888889,10.22222222,0.8888888889,0,82.88888889,42,0.5355555556,0.3333333333,8.555555556,2.777777778,0.3877777778,117.5555556,72.55555556,3,3,5.555555556,4.333333333,22.11111111,13.88888889,48.44444444,15,2.666666667,2.333333333,58.77777778,19.33333333,0,8.888888889,7.555555556,0.1111111111,0.1111111111,73.22222222,31.22222222,0.43,0.2222222222,2.444444444,0.5555555556,0.11,91,47.77777778,23,708.2222222,0,0,1,3,2,0,0,6,Orthodox,182.88,185.42,170,28,37
Marcelo Guimaraes,Dan Stittgen,Josh Rosenthal,2012-07-11,"San Jose, California, USA",Red,FALSE,Welterweight,3,1,0,0,5,1,0,0,22,8,0,0,5,0,0,12,7,0,0,22,8,0.36,0,0,0,0,22,8,0,1,9,7,0,0,36,20,2,2,23,9,1,6,6,0,0,38,22,0.57,0,0,0,0,38,22,1,253,0,0,0,0,0,0,0,0,Orthodox,185.42,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,31,29
Dong Hyun Kim,Demian Maia,Mario Yamasaki,2012-07-07,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,3,1,0,0,6.230769231,4.307692308,6.153846154,3.538461538,34.53846154,9.692307692,11.38461538,7.923076923,43.53846154,15.15384615,0,2.307692308,1.692307692,2.769230769,0.2307692308,52.07692308,21.15384615,0.4484615385,1,6.538461538,1.923076923,0.3376923077,85.30769231,47.92307692,5,4,5.538461538,3.230769231,3.307692308,1.923076923,42.84615385,14.38461538,7.153846154,4.153846154,40.61538462,11.61538462,0.1538461538,7.153846154,5.615384615,0.3846153846,0.3076923077,53.30769231,20.46153846,0.42,0.3846153846,1.307692308,0.6153846154,0.16,69.07692308,34.69230769,32,660.1538462,1,0,0,4,0,5,0,9,Southpaw,185.42,182.88,170,0,1,0,2.25,2,6.625,6.5,28.125,10.25,19,13.25,44.375,22.375,0.125,7.125,5.625,3.625,0.25,53.75,30,0.5025,0.5,6,3,0.62625,82,55.875,3,2,9.5,7,11.875,8.875,40.5,11.125,3.75,2.75,39.375,10.75,0.125,7.25,5,0.625,0.25,56.125,22.75,0.38375,0.625,3.5,0.625,0.2325,80.375,44.875,22,775.375,0,0,1,4,1,0,0,6,Southpaw,187.96,193.04,170,34,30
Brian Ebersole,TJ Waldburger,Kevin Mulhall,2012-06-22,"Atlantic City, New Jersey, USA",Red,FALSE,Welterweight,3,0,2,0,1.25,1,1.75,1.25,4.5,2.25,13,8.25,16,9,0,2,1.75,3.75,0.75,19.25,11.75,0.6325,2.5,3.25,2.5,0.65,29.75,20.75,2,1,2.25,1.75,2,1.5,4,1.75,2.75,2.25,5.5,3.25,0.25,1,0.5,0,0,8.75,5.5,0.4975,1.75,0.75,0.5,0.165,21,16.75,6,320.5,0,0,0,1,0,2,0,3,Orthodox,180.34,190.5,170,0,3,0,5.666666667,4,9,6,18,8,14.33333333,10.66666667,29.66666667,16.33333333,0.3333333333,6,4.333333333,1,0.3333333333,41.33333333,24.66666667,0.63,0.3333333333,6.666666667,2,0.22,78.66666667,58.33333333,3,0,11,8.333333333,14.66666667,10,23.33333333,7.333333333,0,0,25.33333333,8.666666667,0,1.666666667,0.3333333333,0.6666666667,0.6666666667,38,17.33333333,0.3166666667,3,1.333333333,0.3333333333,0.3333333333,64,41,7,689.3333333,0,0,1,1,1,0,0,3,Southpaw,182.88,185.42,170,24,31
Dan Miller,Ricardo Funch,Dan Miragliotta,2012-06-22,"Atlantic City, New Jersey, USA",Red,FALSE,Welterweight,3,3,0,0,3.666666667,2.333333333,5.666666667,4,7,3.333333333,0.3333333333,0.3333333333,6.666666667,2.666666667,0,2.666666667,2.666666667,0,0,13,7.666666667,0.62,0,2.666666667,0.3333333333,0.05333333333,23,16.33333333,0,3,4.333333333,3.333333333,16.33333333,11.66666667,15.33333333,5.333333333,10,7.333333333,33.66666667,17.66666667,0.3333333333,3.666666667,3.333333333,3,0,41.66666667,24.33333333,0.5866666667,2,5.333333333,2.666666667,0.3333333333,70.66666667,50.66666667,6,463.3333333,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,170,2,0,0,7.5,3.1,2.4,1.4,54.6,15.2,6.9,3.9,52,13.9,0.1,4.4,3.5,0.3,0.2,63.9,20.5,0.32,1.1,2.3,1.4,0.243,97.6,49.5,3,5,3.1,2.6,3.6,2.3,49.8,20.2,12.8,8.1,59.9,24.8,0.1,3.2,3.2,0.6,0.4,66.2,30.6,0.443,0.7,2.3,1.5,0.433,113.4,73.1,25,686.3,0,0,1,1,0,3,0,5,Orthodox,185.42,187.96,185,31,30
Matt Brown,Luis Ramos,Gasper Oliver,2012-06-22,"Atlantic City, New Jersey, USA",Red,FALSE,Welterweight,3,1,0,0,0,0,0,0,7,4,0,0,5,2,0,2,2,0,0,7,4,0.57,0,0,0,0,7,4,0,1,0,0,0,0,4,1,5,3,9,4,1,0,0,0,0,9,4,0.44,0,0,0,0,11,6,1,40,0,0,0,0,0,0,0,0,Orthodox,172.72,,170,0,2,0,11.16666667,9.166666667,9.25,7.25,32.25,15.33333333,9.416666667,6.5,34.16666667,15.66666667,0.4166666667,5.583333333,4.25,1,0.25,50.91666667,29.08333333,0.5866666667,1.25,2.333333333,1.166666667,0.455,76,51.08333333,3,5,5.5,4.083333333,7.083333333,4.25,36.83333333,13.66666667,5,3.333333333,39.16666667,14,0,4.25,3.166666667,1.333333333,0.4166666667,48.91666667,21.25,0.4158333333,1,5.833333333,2.083333333,0.28,66.66666667,36.58333333,27,541.6666667,0,0,0,2,4,1,0,7,Orthodox,182.88,190.5,170,31,31
Rick Story,Brock Jardine,Dan Miragliotta,2012-06-22,"Atlantic City, New Jersey, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,2,0,0,19.66666667,14.66666667,19.33333333,12.55555556,76.66666667,22.11111111,14,8.333333333,85.55555556,24.11111111,0.1111111111,4.777777778,4.222222222,1.555555556,0.4444444444,110,43,0.3888888889,1.444444444,5.555555556,2.666666667,0.58,143.7777778,75,6,3,8,5.444444444,11.66666667,6.444444444,59.66666667,15.33333333,2,1.333333333,61.55555556,14.77777778,0,3.777777778,2.888888889,1.555555556,0.2222222222,73.33333333,23.11111111,0.3533333333,1.111111111,5.888888889,2.444444444,0.3488888889,97.88888889,46.88888889,25,782.6666667,0,0,2,2,1,1,0,6,Southpaw,175.26,180.34,170,26,27
Erick Silva,Charlie Brenneman,Frank Gentile,2012-06-08,"Sunrise, Florida, USA",Red,FALSE,Welterweight,3,0,1,0,7.166666667,6.833333333,4.833333333,2.166666667,10.66666667,3.166666667,13.66666667,12,18.33333333,7.166666667,0,3.666666667,3.333333333,4.166666667,0.1666666667,29.16666667,17.33333333,0.5783333333,0,6.166666667,3,0.4083333333,94,75.16666667,2,2,4.5,3.833333333,4.833333333,2.5,17,6.166666667,6.5,5.666666667,21.66666667,9.333333333,0.5,2.166666667,1.166666667,0.5,0.3333333333,28.33333333,14.33333333,0.495,1.666666667,1.166666667,0.3333333333,0.08333333333,55,39.5,15,684.8333333,0,0,0,4,0,0,0,4,Orthodox,177.8,182.88,155,1,0,0,0.5,0.5,0,0,3,1,6.5,5,9,5.5,0.5,0,0,0,0,9.5,6,0.62,0,0,0,0,13,9,1,1,0,0,0,0,3.5,2,0,0,2.5,1,0,1,1,0,0,3.5,2,0.285,0,1,0,0,3.5,2,2,34.5,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,170,31,27
Jake Hecht,Sean Pierson,Chris Adams,2012-06-08,"Sunrise, Florida, USA",Blue,FALSE,Welterweight,3,2,0,0,10.33333333,6.333333333,9.333333333,6.666666667,114.6666667,38,5.333333333,4.333333333,109.6666667,35.66666667,0.3333333333,9.333333333,7,1,0,129.3333333,49,0.3033333333,0.3333333333,1.666666667,0.3333333333,0.11,151.3333333,68.33333333,1,2,5.333333333,2.333333333,2.666666667,1.333333333,128,29.33333333,3,1.666666667,116.6666667,21.66666667,0.6666666667,11.66666667,8.333333333,0.3333333333,0,133.6666667,32.33333333,0.34,0.3333333333,2.333333333,1,0.5,139.6666667,37,7,654,0,0,0,1,0,0,0,1,Southpaw,182.88,193.04,170,1,0,0,3,2,1,0.5,10.5,4,14.5,13,21,14,0,2,1.5,0,0,26,17.5,0.55,0,0.5,0,0,32,23,1,1,2,1.5,0.5,0,4.5,3.5,10,6.5,12,7.5,0,1,1,1,0,15,10,0.81,0.5,1.5,1,0.75,29.5,22.5,3,212.5,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,170,36,28
Mike Pierce,Carlos Eduardo Rocha,Frank Gentile,2012-06-08,"Sunrise, Florida, USA",Red,FALSE,Welterweight,3,1,0,0,2.5,1,2,0.5,37,10.5,1,0.5,28.5,4.5,0,9,6,2,1,40,11.5,0.385,1.5,2.5,0,0,46.5,17.5,1,1,6.5,4,7,3,31,9,4,2,32.5,8.5,0,3,1.5,1.5,0,42,14,0.345,0,3.5,2.5,0.8,58.5,27.5,4,520.5,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,170,1,0,0,11.25,8.5,17.75,11.25,62.5,19,13.5,10.125,73.875,24.5,0.125,8.625,7.375,1.375,0,93.75,40.375,0.46375,0.375,5.375,2.625,0.40625,144.5,87.75,3,3,10.5,8.25,17.5,10.625,64.75,19.75,0.875,0.75,67.875,20,0,4.75,2.875,0.125,0,83.125,31.125,0.35875,0.125,2.875,0.875,0.1525,106.875,52.375,23,815,0,0,1,2,1,1,0,5,Orthodox,172.72,177.8,170,30,31
Mike Pyle,Josh Neer,Chris Adams,2012-06-08,"Sunrise, Florida, USA",Red,FALSE,Welterweight,3,0,2,0,5.583333333,4.333333333,16.08333333,9.916666667,41.25,13.33333333,15.33333333,9.333333333,62.75,24.75,0.08333333333,4.333333333,3.5,0.4166666667,0.1666666667,72.66666667,32.58333333,0.3841666667,1.083333333,1.833333333,0.8333333333,0.2425,94.75,53.5,2,6,10.83333333,8.083333333,16.41666667,11.25,51,14.33333333,9,3.916666667,62.58333333,18.75,0.1666666667,3,2.666666667,1.75,0.08333333333,76.41666667,29.5,0.3958333333,0.5833333333,4.75,2.833333333,0.505,117.1666667,64.41666667,28,646.4166667,0,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,0,1,0,5,3.75,4.875,3.625,36.125,11.5,7.25,5.25,38.125,12.75,0.25,5.125,3.875,1,0.125,48.25,20.375,0.3925,1,4,1.25,0.1925,86.625,55,3,3,9.875,5.75,5,2.75,42.125,12.75,9.375,5.375,40.375,10.75,0.125,6.25,4.375,0.5,0,56.5,20.875,0.3825,0.5,3.25,0.75,0.44375,70.125,33.625,17,530.375,0,0,0,2,1,2,0,5,Orthodox,182.88,187.96,170,29,36
Seth Baczynski,Lance Benoist,Chris Adams,2012-06-08,"Sunrise, Florida, USA",Red,FALSE,Welterweight,3,0,1,0,16,14,11,9,32,12,23,18,42,18,0,8,7,3,1,66,39,0.59,0,3,1,0.33,153,116,1,0,15,15,10,8,18,1,23,17,34,10,0,2,1,3,0,51,26,0.5,0,4,4,1,133,96,3,900,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,170,0,2,0,11,5.333333333,17.33333333,11,39.66666667,9.333333333,9.666666667,6.333333333,50.33333333,18.33333333,0.3333333333,5.333333333,3,0.6666666667,0,66.66666667,26.66666667,0.4066666667,1.666666667,3,0.3333333333,0.06666666667,79,37.66666667,2,1,8.333333333,7.333333333,7,5.333333333,19.66666667,7.333333333,5,3.666666667,19.33333333,6.333333333,0,4,2.666666667,1.333333333,0.6666666667,31.66666667,16.33333333,0.5033333333,0,2.333333333,1.333333333,0.5,50,33.33333333,7,538,0,0,0,0,0,2,0,2,Orthodox,190.5,187.96,170,23,30
Jake Ellenberger,Martin Kampmann,Steve Mazzagatti,2012-06-01,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,5,0,2,0,7.142857143,5.571428571,11,7,55.07142857,19.14285714,7.785714286,5.714285714,65.07142857,25.07142857,0.2857142857,1.642857143,1.214285714,1.5,0.2142857143,73.85714286,31.85714286,0.4378571429,1.5,2.142857143,0.9285714286,0.3428571429,87.57142857,44.28571429,4,4,7.642857143,5.642857143,11.5,5.928571429,59.92857143,19.71428571,2.571428571,1.642857143,63.14285714,19.21428571,0.2142857143,3.214285714,2.428571429,1.428571429,0.07142857143,74,27.28571429,0.3821428571,0.3571428571,4.5,1,0.1964285714,84.5,36.57142857,29,557.5714286,0,0,2,2,1,5,0,10,Orthodox,182.88,182.88,170,0,6,0,7.857142857,5.571428571,9.142857143,5.571428571,34.14285714,14,13.85714286,7,46.42857143,18.71428571,0.8571428571,2.857142857,2.285714286,0.7142857143,0.4285714286,57.14285714,26.57142857,0.4657142857,0.4285714286,3.857142857,2.285714286,0.6157142857,80.28571429,45,6,1,5.285714286,3.285714286,4.285714286,2.285714286,37,9,5.714285714,3.428571429,37.71428571,8.714285714,0,4,2.714285714,1.571428571,0.4285714286,47,14.71428571,0.3285714286,0.7142857143,1.571428571,0.1428571429,0.07142857143,84.14285714,48.28571429,16,568.2857143,0,0,1,1,3,0,1,6,Orthodox,175.26,180.34,170,30,27
Dan Hardy,Duane Ludwig,Josh Rosenthal,2012-05-26,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,1,0,0,19.57142857,13.42857143,13.85714286,9.714285714,81.85714286,28.85714286,3.571428571,2.571428571,75.71428571,24.71428571,0.1428571429,4,3,0,0,99.28571429,41.14285714,0.4628571429,0,0.8571428571,0.1428571429,0.07142857143,108.1428571,48.42857143,2,3,11,5,3.285714286,1.857142857,56.85714286,22.14285714,7.714285714,3.142857143,46.28571429,13.42857143,0.4285714286,10.57142857,8.714285714,1.142857143,0,67.85714286,27.14285714,0.2571428571,0.2857142857,3.428571429,1,0.2471428571,77.14285714,35.57142857,13,441.4285714,0,0,1,2,1,0,0,4,Orthodox,177.8,177.8,170,4,0,0,8.875,5.875,11.5,6.875,71.625,19,3.125,1.75,67.5,15.5,0.25,9.875,6.25,0,0,86.25,27.625,0.3,0.375,1,0.375,0.21875,106.25,46.25,4,4,16.625,12.25,9,5,66.125,29.625,12.125,8.75,62,25.125,0.25,8.625,6,4.125,0.25,87.25,43.375,0.47875,1.625,3.625,2.5,0.36,132.75,85,22,786.5,1,0,2,1,1,0,0,4,Orthodox,182.88,187.96,170,33,30
